	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
NAMPT	3.72026716458375e-16	0.432085735891929	0.938	0.878	5.60979085747584e-12	IL1A+ M1 Macrophages	NAMPT
OTUD1	5.67252466872319e-16	0.470063725376588	0.607	0.442	8.55359994796769e-12	IL1A+ M1 Macrophages	OTUD1
MFSD2A	1.31826625621165e-15	0.261979528752669	0.356	0.192	1.98781368774154e-11	IL1A+ M1 Macrophages	MFSD2A
HLA-DQA2	1.39121610295274e-15	0.316236130632758	0.515	0.327	2.09781476164244e-11	IL1A+ M1 Macrophages	HLA-DQA2
ARL8B1	2.1187332067537e-15	0.294525429571774	0.754	0.586	3.1948378024639e-11	IL1A+ M1 Macrophages	ARL8B
SERPINB1	2.14307384957689e-15	0.506950138255019	0.567	0.423	3.23154105777699e-11	IL1A+ M1 Macrophages	SERPINB1
UBE2D1	2.73437796895592e-15	0.405943609906762	0.459	0.305	4.12316853938863e-11	IL1A+ M1 Macrophages	UBE2D1
GBP2	2.83000768025218e-15	0.314802040989169	0.397	0.239	4.26736858105226e-11	IL1A+ M1 Macrophages	GBP2
IL4I1	3.31062117100837e-15	0.278994513742228	0.336	0.185	4.99208566376352e-11	IL1A+ M1 Macrophages	IL4I1
TNFRSF1B1	5.65365150970815e-15	0.340629530972371	0.793	0.659	8.52514111148892e-11	IL1A+ M1 Macrophages	TNFRSF1B
ARHGEF2	6.88041959750606e-15	0.294151500006442	0.536	0.374	1.03749847110794e-10	IL1A+ M1 Macrophages	ARHGEF2
NUMB	7.68176860433727e-15	0.271821657253347	0.475	0.302	1.15833388784802e-10	IL1A+ M1 Macrophages	NUMB
ALCAM	8.27357732355523e-15	0.29352707351979	0.503	0.332	1.24757272461889e-10	IL1A+ M1 Macrophages	ALCAM
RASGRP3	8.53243954826835e-15	0.296715862234151	0.298	0.155	1.28660655948338e-10	IL1A+ M1 Macrophages	RASGRP3
RNF19B	1.19278319415436e-14	0.346072736005904	0.349	0.201	1.79859777846535e-10	IL1A+ M1 Macrophages	RNF19B
IRAK2	2.6561053480591e-14	0.253336665247195	0.321	0.177	4.00514125433831e-10	IL1A+ M1 Macrophages	IRAK2
PALM2-AKAP2	3.49858967483137e-14	0.402292391689626	0.4	0.255	5.27552337067822e-10	IL1A+ M1 Macrophages	PALM2-AKAP2
BIRC3	4.79476115039897e-14	0.617782574275724	0.754	0.668	7.23002033868661e-10	IL1A+ M1 Macrophages	BIRC3
DSE	5.90249662121292e-14	0.298305934739043	0.698	0.555	8.90037465512696e-10	IL1A+ M1 Macrophages	DSE
RAB8B	8.52619038218001e-14	0.31375545866224	0.59	0.442	1.28566424772892e-09	IL1A+ M1 Macrophages	RAB8B
CD55	9.01593116444359e-14	0.44709606188729	0.566	0.433	1.35951226028645e-09	IL1A+ M1 Macrophages	CD55
TNFRSF4	1.17112732589761e-13	0.293614717946203	0.282	0.148	1.76594289472101e-09	IL1A+ M1 Macrophages	TNFRSF4
THBS1	2.31204901641124e-13	0.535187272865711	0.28	0.148	3.48633871184652e-09	IL1A+ M1 Macrophages	THBS1
MMP91	3.27428234412576e-13	0.474752846977813	0.916	0.831	4.93729034670724e-09	IL1A+ M1 Macrophages	MMP9
PHLDA1	3.44438621337766e-13	0.549539996151701	0.336	0.201	5.19378997115217e-09	IL1A+ M1 Macrophages	PHLDA1
MRPS6	3.4923790882595e-13	0.361882814750696	0.436	0.292	5.2661584271865e-09	IL1A+ M1 Macrophages	MRPS6
DNAJB6	5.16944835803754e-13	0.266114099187943	0.934	0.849	7.79501117908481e-09	IL1A+ M1 Macrophages	DNAJB6
NANS	6.49646597270434e-13	0.268600199037171	0.462	0.31	9.79602104024087e-09	IL1A+ M1 Macrophages	NANS
FLNA	8.50165836551262e-13	0.320586085744211	0.67	0.53	1.28196506493565e-08	IL1A+ M1 Macrophages	FLNA
VASP	8.61441771197536e-13	0.26947301439188	0.492	0.347	1.29896804678876e-08	IL1A+ M1 Macrophages	VASP
FAM107B1	1.20214343764672e-12	0.337482988340708	0.669	0.537	1.81271208962748e-08	IL1A+ M1 Macrophages	FAM107B
PIM1	1.26644950795704e-12	0.290235515944034	0.297	0.164	1.90967921304842e-08	IL1A+ M1 Macrophages	PIM1
ADA	2.19934146346253e-12	0.31477685294193	0.275	0.152	3.31638699275515e-08	IL1A+ M1 Macrophages	ADA
P2RX7	3.64436350610271e-12	0.259918133916044	0.284	0.16	5.49533573085227e-08	IL1A+ M1 Macrophages	P2RX7
IL3RA	4.48950037054392e-12	0.291346185317694	0.284	0.162	6.76971760874317e-08	IL1A+ M1 Macrophages	IL3RA
ACSL3	4.52366684837999e-12	0.31750336585433	0.52	0.379	6.82123724067219e-08	IL1A+ M1 Macrophages	ACSL3
RGS1	4.56402073918702e-12	0.32788160413628	0.687	0.557	6.88208687262011e-08	IL1A+ M1 Macrophages	RGS1
STAT5A	8.43865323948072e-12	0.257744608761977	0.349	0.219	1.2724645219813e-07	IL1A+ M1 Macrophages	STAT5A
MANF	9.70347501328567e-12	0.306195229233713	0.479	0.346	1.46318699725335e-07	IL1A+ M1 Macrophages	MANF
FAM49A	1.34415905629169e-11	0.274752448233571	0.654	0.516	2.02685744098224e-07	IL1A+ M1 Macrophages	FAM49A
BID	1.48944261615362e-11	0.268508971254407	0.456	0.315	2.24593052089804e-07	IL1A+ M1 Macrophages	BID
LIMS11	5.00971270693172e-11	0.349349740513163	0.625	0.498	7.55414579078235e-07	IL1A+ M1 Macrophages	LIMS1
CTSL1	5.99818824488018e-11	0.441971545914233	0.843	0.816	9.04466805445482e-07	IL1A+ M1 Macrophages	CTSL
JAG1	1.11440109209419e-10	0.358254237042752	0.251	0.142	1.68040540676882e-06	IL1A+ M1 Macrophages	JAG1
GLA	1.18196427769793e-10	0.390422538155191	0.575	0.444	1.7822839343407e-06	IL1A+ M1 Macrophages	GLA
MXD11	1.22057314650668e-10	0.320007967106585	0.775	0.697	1.84050224761742e-06	IL1A+ M1 Macrophages	MXD1
GLRX	1.31021377788609e-10	0.486846275982164	0.466	0.342	1.97567135567444e-06	IL1A+ M1 Macrophages	GLRX
DUSP5	2.261447691479e-10	0.282794132375105	0.416	0.283	3.41003697398118e-06	IL1A+ M1 Macrophages	DUSP5
ATP1B31	2.4989452289736e-10	0.284189268669933	0.848	0.754	3.76815951076929e-06	IL1A+ M1 Macrophages	ATP1B3
HES4	2.84347226281801e-10	0.348577447621786	0.316	0.2	4.28767182510328e-06	IL1A+ M1 Macrophages	HES4
EIF1B	5.13441626081769e-10	0.282657633092566	0.502	0.376	7.74218627968699e-06	IL1A+ M1 Macrophages	EIF1B
PSMA6	6.58670145781002e-10	0.273246393083385	0.557	0.442	9.93208712823173e-06	IL1A+ M1 Macrophages	PSMA6
TIMP1	1.01797857584426e-08	0.553191749099956	0.569	0.47	0.000153500989451556	IL1A+ M1 Macrophages	TIMP1
OLR1	2.07615021221828e-08	0.26283458584742	0.264	0.16	0.000313062690500395	IL1A+ M1 Macrophages	OLR1
TOP1	5.20901514120418e-08	0.260019134689041	0.567	0.476	0.000785467393142178	IL1A+ M1 Macrophages	TOP1
EIF4E	1.00255823324969e-07	0.292414544691743	0.474	0.368	0.00151175755991721	IL1A+ M1 Macrophages	EIF4E
WARS	3.73326514733684e-07	0.280089341952743	0.285	0.193	0.00562939051566923	IL1A+ M1 Macrophages	WARS
VEGFA	6.1569729739534e-07	0.276915765697582	0.487	0.391	0.00928409954742434	IL1A+ M1 Macrophages	VEGFA
HSPE1	7.45419371427887e-07	0.295877364984329	0.81	0.76	0.0112401787017611	IL1A+ M1 Macrophages	HSPE1
SLC25A37	8.85182084002391e-07	0.266800085438533	0.356	0.264	0.013347660644672	IL1A+ M1 Macrophages	SLC25A37
ATP1B1	1.20710255636449e-06	0.26002472387109	0.703	0.629	0.0182018994474201	IL1A+ M1 Macrophages	ATP1B1
IVNS1ABP	3.06432120278711e-06	0.271019075463055	0.487	0.396	0.0462068994168269	IL1A+ M1 Macrophages	IVNS1ABP
IRF8	1.43400326331556e-05	0.322357429678691	0.467	0.382	0.216233352075353	IL1A+ M1 Macrophages	IRF8
MT2A	0.000229393382831667	0.409600387975516	0.598	0.529	1	IL1A+ M1 Macrophages	MT2A
VMP1	0.000320332871834699	0.275564112895928	0.769	0.703	1	IL1A+ M1 Macrophages	VMP1
PLAU	0.000325518210341824	0.368029523404583	0.344	0.282	1	IL1A+ M1 Macrophages	PLAU
