	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
EIF3A	2.35756983257009e-87	0.260326907784675	0.787	0.512	5.02044495845801e-83	Basal cells	EIF3A
PRPF40A	6.64757905764646e-87	0.2564846010284	0.688	0.43	1.41560196032581e-82	Basal cells	PRPF40A
KRTCAP2	3.49284412412248e-85	0.272279077134185	0.598	0.368	7.43801156231882e-81	Basal cells	KRTCAP2
KPNB1	7.71946070157641e-85	0.320822707405798	0.572	0.365	1.6438591564007e-80	Basal cells	KPNB1
TRIR	1.31388760931979e-84	0.26192586509036	0.812	0.548	2.79792366404649e-80	Basal cells	TRIR
HNRNPK	8.45952926040888e-84	0.270166847111746	0.923	0.687	1.80145675600407e-79	Basal cells	HNRNPK
UBL5	1.96461714424187e-83	0.264423837426487	0.89	0.64	4.18365220866307e-79	Basal cells	UBL5
TUBA1B	2.474486077214e-82	0.464888171578788	0.953	0.91	5.26941810142722e-78	Basal cells	TUBA1B
SUMO1	6.76251669715552e-81	0.255148116142329	0.498	0.288	1.44007793065927e-76	Basal cells	SUMO1
CSNK1A1	4.18258712806636e-80	0.265183592580213	0.88	0.652	8.90681928921732e-76	Basal cells	CSNK1A1
TYMP	1.01493602409501e-79	0.342476416822567	0.887	0.714	2.16130626331032e-75	Basal cells	TYMP
EIF3M1	1.03594304755218e-79	0.251859189632292	0.637	0.4	2.20604071976238e-75	Basal cells	EIF3M
CD47	2.18415880505786e-76	0.264895053965456	0.517	0.313	4.65116617537072e-72	Basal cells	CD47
LDHB	9.62785592363326e-74	0.324686172581743	0.423	0.246	2.0502519189377e-69	Basal cells	LDHB
JUNB	2.33438282969765e-71	0.384215605982717	0.927	0.786	4.97106823584114e-67	Basal cells	JUNB
PTTG1	2.37083078658169e-71	0.389005028295923	0.534	0.346	5.04868416002571e-67	Basal cells	PTTG1
CHCHD10	3.12797085474276e-66	0.259944130025412	0.551	0.355	6.66101393517472e-62	Basal cells	CHCHD10
TUBA1C	6.45050387194179e-53	0.270505634692441	0.791	0.596	1.37363479953e-48	Basal cells	TUBA1C
TUBB	1.09684357754365e-52	0.371403850910997	0.92	0.831	2.33572839837921e-48	Basal cells	TUBB
BIRC3	0	2.90022297961909	0.996	0.729	0	cDCs 2	BIRC3
CCL22	0	2.72355948020169	0.689	0.063	0	cDCs 2	CCL22
CCL17	0	2.59344772743569	0.492	0.021	0	cDCs 2	CCL17
MARCKSL11	0	2.01301764147684	0.91	0.389	0	cDCs 2	MARCKSL1
FSCN1	0	1.93977072049074	0.873	0.284	0	cDCs 2	FSCN1
LAMP3	0	1.92591814246027	0.852	0.103	0	cDCs 2	LAMP3
NUB1	0	1.8822904525867	0.867	0.239	0	cDCs 2	NUB1
POGLUT1	0	1.51414929242081	0.731	0.115	0	cDCs 2	POGLUT1
TBC1D4	0	1.39212455447351	0.7	0.087	0	cDCs 2	TBC1D4
CCL19	0	1.38652434447329	0.44	0.053	0	cDCs 2	CCL19
CD1B	0	1.31792452205711	0.512	0.049	0	cDCs 2	CD1B
RASSF4	0	1.28470697258986	0.711	0.17	0	cDCs 2	RASSF4
CERS6	0	1.20044099198706	0.732	0.147	0	cDCs 2	CERS6
IRF4	0	1.18428792911769	0.677	0.103	0	cDCs 2	IRF4
IL32	0	1.14314419490628	0.596	0.077	0	cDCs 2	IL32
EBI3	0	1.10137272214295	0.428	0.025	0	cDCs 2	EBI3
CD1E	0	1.07778252125192	0.54	0.07	0	cDCs 2	CD1E
NMRK1	0	1.03117843802024	0.482	0.069	0	cDCs 2	NMRK1
LY75	0	1.01064960732917	0.54	0.046	0	cDCs 2	LY75
KDM2B	0	1.00944804324608	0.612	0.091	0	cDCs 2	KDM2B
IL15	0	0.857244649632889	0.505	0.051	0	cDCs 2	IL15
ANKRD33B	0	0.838042370228755	0.472	0.037	0	cDCs 2	ANKRD33B
NDE1	0	0.804333807260543	0.511	0.076	0	cDCs 2	NDE1
LIMCH1	0	0.759926989746986	0.402	0.034	0	cDCs 2	LIMCH1
NAA25	0	0.73010188950205	0.378	0.037	0	cDCs 2	NAA25
TRAFD1	0	0.719600280582793	0.46	0.053	0	cDCs 2	TRAFD1
CD200	0	0.717800055398354	0.385	0.009	0	cDCs 2	CD200
NCCRP1	0	0.68552920156906	0.344	0.009	0	cDCs 2	NCCRP1
AOC1	0	0.664585961205838	0.295	0.004	0	cDCs 2	AOC1
HMSD	0	0.497062904114263	0.315	0.01	0	cDCs 2	HMSD
SLCO5A1	0	0.452690723170908	0.282	0.012	0	cDCs 2	SLCO5A1
CCR71	3.93933110153296e-292	2.04380384955438	0.92	0.36	8.38880558071443e-288	cDCs 2	CCR7
ERICH1	8.2779065556678e-291	1.01235940847008	0.54	0.099	1.76278020102946e-286	cDCs 2	ERICH1
DUSP5	2.71728987142052e-290	1.65069802711451	0.864	0.321	5.78646878119e-286	cDCs 2	DUSP5
CD274	4.82753321478268e-283	1.04080940595523	0.589	0.119	1.02802319808797e-278	cDCs 2	CD274
PLAAT3	4.57368881363397e-282	1.22081556373329	0.457	0.072	9.73967032863355e-278	cDCs 2	PLAAT3
KIF2A	4.40059307436269e-280	1.16177011905029	0.627	0.147	9.37106295185535e-276	cDCs 2	KIF2A
CRIP11	2.40724143528625e-279	1.91864385286004	0.99	0.804	5.12622063644207e-275	cDCs 2	CRIP1
GRSF1	1.60272689704099e-272	1.03377458612501	0.609	0.139	3.41300692724879e-268	cDCs 2	GRSF1
TMEM176A1	2.82405033614759e-271	1.18460344274376	0.663	0.165	6.01381519082629e-267	cDCs 2	TMEM176A
SINHCAF	1.0516364794269e-261	1.11397070392392	0.703	0.202	2.23945988293957e-257	cDCs 2	SINHCAF
LSP11	2.70548928247255e-250	1.44142185280945	0.868	0.397	5.76133942702529e-246	cDCs 2	LSP1
IL7R1	1.01789398416748e-239	1.23324685824773	0.78	0.23	2.16760523928464e-235	cDCs 2	IL7R
TMCC3	1.07283325879898e-239	0.561858051185846	0.342	0.042	2.28459842461242e-235	cDCs 2	TMCC3
ACHE	2.3763030817893e-237	0.398350114783901	0.252	0.022	5.06033741267031e-233	cDCs 2	ACHE
GPR1571	6.94102861676112e-228	1.46352523317599	0.847	0.371	1.47809204393928e-223	cDCs 2	GPR157
NRP21	2.37263761836834e-227	1.26104845040076	0.835	0.32	5.05253180831539e-223	cDCs 2	NRP2
TMSB101	2.53972015265988e-221	1.08378512159843	1	0.999	5.40833406508922e-217	cDCs 2	TMSB10
AC026401.3	2.43618003290641e-219	0.401038011555843	0.298	0.034	5.18784538007421e-215	cDCs 2	AC026401.3
ZBTB10	9.11018546611632e-215	1.09585237936735	0.716	0.237	1.94001399500947e-210	cDCs 2	ZBTB10
NAV1	7.68420127320714e-214	0.610911748235906	0.436	0.081	1.63635066112946e-209	cDCs 2	NAV1
EEF1A11	4.88932339679604e-209	0.826335180701565	1	1	1.04118141734772e-204	cDCs 2	EEF1A1
SIAH2	1.44121019592698e-208	0.880062689506166	0.645	0.188	3.0690571122265e-204	cDCs 2	SIAH2
MARCKS2	2.60176762839001e-203	1.37857252714126	0.981	0.79	5.54046416465653e-199	cDCs 2	MARCKS
MMD	2.67597997586201e-202	0.524606703858502	0.395	0.068	5.69849935859816e-198	cDCs 2	MMD
CD831	4.51330389344984e-202	1.37173564694506	0.987	0.785	9.61108064110143e-198	cDCs 2	CD83
PVR	9.00253773473205e-201	0.491517928214262	0.295	0.038	1.91709041061119e-196	cDCs 2	PVR
B2M	2.08047903480009e-195	0.817916404268093	1	1	4.43038010460678e-191	cDCs 2	B2M
MGLL	4.60122026868164e-193	0.887884305584645	0.632	0.189	9.79829856215755e-189	cDCs 2	MGLL
SPRED2	4.83540388387513e-193	0.74511322912609	0.528	0.131	1.02969925707121e-188	cDCs 2	SPRED2
IRF1	6.82090467219896e-192	1.52008547055153	0.803	0.37	1.45251164994477e-187	cDCs 2	IRF1
DAPP12	4.28111874339606e-191	1.10829751776195	0.881	0.425	9.11664236406191e-187	cDCs 2	DAPP1
MREG	2.00425592899935e-188	0.470085786250932	0.339	0.053	4.26806300080411e-184	cDCs 2	MREG
LYST1	6.9395203720551e-173	0.846728139681403	0.614	0.192	1.47777086322913e-168	cDCs 2	LYST
ARHGAP10	3.00555722763806e-171	0.674640332888537	0.457	0.108	6.40033411625524e-167	cDCs 2	ARHGAP10
TXN1	3.92842551780793e-167	1.499103986303	1	0.969	8.36558214017199e-163	cDCs 2	TXN
SOCS1	1.10987353365786e-166	0.775298004925783	0.415	0.092	2.36347568992441e-162	cDCs 2	SOCS1
ID21	1.46478620553293e-165	1.213369818108	0.968	0.7	3.11926222468237e-161	cDCs 2	ID2
BASP11	1.88622069303698e-164	1.10414714376844	0.974	0.747	4.01670696582225e-160	cDCs 2	BASP1
TNFAIP21	1.21093250813037e-163	1.32922377193704	0.834	0.445	2.57868077606361e-159	cDCs 2	TNFAIP2
IDO11	8.07587100888125e-160	1.57513456111338	0.64	0.229	1.71975673134126e-155	cDCs 2	IDO1
EIF11	7.23507946653904e-158	0.799283898530691	1	0.999	1.54071017239949e-153	cDCs 2	EIF1
CCDC28B	7.5012784392102e-155	0.407219055480202	0.323	0.058	1.59739724362981e-150	cDCs 2	CCDC28B
RGS11	1.78049464834857e-153	1.2184947588492	0.915	0.514	3.79156335365829e-149	cDCs 2	RGS1
GSN	7.62066324990157e-152	1.08633740785412	0.884	0.546	1.62282023906654e-147	cDCs 2	GSN
PALM2-AKAP2	8.61503537300185e-151	0.938468417291661	0.683	0.259	1.83457178268074e-146	cDCs 2	PALM2-AKAP2
GPX41	9.39032750941972e-151	0.864187792969302	0.974	0.855	1.99967024313093e-146	cDCs 2	GPX4
PPM1K	3.42612901787348e-149	0.574206076551924	0.397	0.091	7.29594174356158e-145	cDCs 2	PPM1K
ZFAS11	5.15975834758128e-146	0.938613448013523	0.987	0.902	1.09877054011743e-141	cDCs 2	ZFAS1
CSF2RB	6.64950976444598e-146	0.63481222087398	0.45	0.119	1.41601310433877e-141	cDCs 2	CSF2RB
TNFRSF9	1.6525726445815e-143	0.599165828020518	0.434	0.108	3.51915344663631e-139	cDCs 2	TNFRSF9
RAB30	2.77203780044971e-142	0.400660455638287	0.289	0.051	5.90305449605766e-138	cDCs 2	RAB30
SEMA7A	5.8303980881979e-140	0.421299172874031	0.279	0.048	1.24158327288174e-135	cDCs 2	SEMA7A
TMEM176B1	5.5325656882716e-139	0.849107639515792	0.621	0.224	1.17815986331744e-134	cDCs 2	TMEM176B
SYNGR2	1.38860698880156e-137	0.872225826105687	0.768	0.386	2.95703858265292e-133	cDCs 2	SYNGR2
GABARAPL2	1.48730734948373e-134	0.889159096169088	0.799	0.451	3.16722100072561e-130	cDCs 2	GABARAPL2
HLA-DQB2	1.84014379359211e-133	0.996797684952331	0.563	0.201	3.91858620845439e-129	cDCs 2	HLA-DQB2
CD80	6.68847623637314e-132	0.593406545745568	0.405	0.105	1.42431101453566e-127	cDCs 2	CD80
RAB9A1	9.45087260671904e-132	0.885153978545514	0.718	0.323	2.01256332160082e-127	cDCs 2	RAB9A
RELB	2.86577348996645e-130	0.614842481784088	0.531	0.175	6.10266464688356e-126	cDCs 2	RELB
ACTB1	6.87472689602563e-130	1.0179206911871	0.997	0.997	1.46397309250866e-125	cDCs 2	ACTB
ARAP2	7.34484109777416e-130	0.519981945241375	0.379	0.092	1.56408391177101e-125	cDCs 2	ARAP2
CSF2RA1	1.75137696278271e-129	0.86156868314615	0.722	0.336	3.72955724224578e-125	cDCs 2	CSF2RA
N4BP2L1	2.74324399568196e-127	0.620939013511653	0.482	0.147	5.84173808880474e-123	cDCs 2	N4BP2L1
PSD3	4.17419006751847e-127	0.448445176175355	0.275	0.051	8.88893774878057e-123	cDCs 2	PSD3
FOXO1	4.88417957996124e-126	0.484756671713393	0.359	0.085	1.04008604155275e-121	cDCs 2	FOXO1
TMSB4X2	5.06716267201667e-124	0.728795759071827	0.999	0.993	1.07905229100595e-119	cDCs 2	TMSB4X
SWAP70	5.71775233555019e-124	0.783817228132867	0.628	0.26	1.21759535985541e-119	cDCs 2	SWAP70
VOPP1	2.24657550241604e-122	0.735140484715417	0.605	0.24	4.78408253239495e-118	cDCs 2	VOPP1
KLF7	3.80907109307778e-122	0.461746680019925	0.336	0.076	8.11141689270912e-118	cDCs 2	KLF7
PFN1	3.8751505558676e-122	0.782717922232443	0.994	0.956	8.25213310872005e-118	cDCs 2	PFN1
ADORA2A	3.88445648572747e-122	0.468289687181328	0.427	0.115	8.27195008635665e-118	cDCs 2	ADORA2A
CLPTM1	1.22261703833652e-120	0.451559446875252	0.357	0.088	2.60356298313763e-116	cDCs 2	CLPTM1
CDKN1A	2.50007475571454e-119	0.950338099436354	0.907	0.68	5.32390919229411e-115	cDCs 2	CDKN1A
RPS27A2	2.72116562105802e-117	0.671697197675385	1	0.999	5.79472219004304e-113	cDCs 2	RPS27A
C17orf49	6.98422188455639e-117	0.750436158173335	0.671	0.315	1.48729005031628e-112	cDCs 2	C17orf49
SH3PXD2A	7.67096262988424e-115	0.583217337076031	0.342	0.085	1.63353149203385e-110	cDCs 2	SH3PXD2A
RPL35A1	1.37171833723173e-114	0.72550750749709	1	0.997	2.92107419913496e-110	cDCs 2	RPL35A
GPR137B	1.803710440944e-114	0.717991144458768	0.696	0.318	3.84100138399025e-110	cDCs 2	GPR137B
CD401	4.0754488093121e-114	0.801241468924589	0.673	0.297	8.67866823943013e-110	cDCs 2	CD40
ANXA6	1.72353593688868e-113	0.712491538614174	0.573	0.227	3.67026977760444e-109	cDCs 2	ANXA6
SAMSN11	5.83847870704896e-113	0.927219690307783	0.845	0.464	1.24330404066608e-108	cDCs 2	SAMSN1
TSPAN13	7.91332103961065e-112	0.450763534576996	0.315	0.074	1.68514171538509e-107	cDCs 2	TSPAN13
PNRC11	2.61049607815363e-111	0.858132417451078	0.996	0.894	5.55905139842815e-107	cDCs 2	PNRC1
GRK3	7.12019452767931e-111	0.502830832765607	0.414	0.122	1.51624542466931e-106	cDCs 2	GRK3
SEC61B1	9.60488233155856e-110	0.873561304872056	0.929	0.762	2.04535969250539e-105	cDCs 2	SEC61B
EPSTI1	2.14521280167798e-109	0.594369469996229	0.404	0.119	4.56823066117327e-105	cDCs 2	EPSTI1
RAB8B1	1.08760852053311e-108	0.828294281433764	0.889	0.606	2.31606234447525e-104	cDCs 2	RAB8B
ISCU	1.23547795816698e-106	0.664936061285476	0.593	0.255	2.63095031191658e-102	cDCs 2	ISCU
TSPAN33	9.15101231755044e-106	0.666200482030052	0.619	0.272	1.94870807302237e-101	cDCs 2	TSPAN33
CST71	7.95807027012672e-103	0.984232279265544	0.732	0.372	1.69467106402349e-98	cDCs 2	CST7
MTHFR	2.18080292112825e-102	0.902409169899975	0.381	0.117	4.64401982054261e-98	cDCs 2	MTHFR
CXCR41	1.39509185740871e-101	1.10653180481194	0.858	0.573	2.97084811035185e-97	cDCs 2	CXCR4
RPS27L	3.51824303251418e-101	0.945846115727528	0.816	0.595	7.49209853773895e-97	cDCs 2	RPS27L
CEP350	4.89087594991959e-101	0.759392320814855	0.625	0.291	1.04151203353538e-96	cDCs 2	CEP350
NIBAN11	1.17047129257551e-99	0.677828796299387	0.632	0.284	2.49251861753954e-95	cDCs 2	NIBAN1
MTHFD21	1.86559560825058e-99	0.917047064665035	0.647	0.322	3.97278584776961e-95	cDCs 2	MTHFD2
FOXP1	4.90312010867096e-98	0.726414116295806	0.648	0.317	1.04411942714148e-93	cDCs 2	FOXP1
COMMD2	2.32577881407702e-97	0.416053631114365	0.337	0.092	4.95274598457702e-93	cDCs 2	COMMD2
GADD45A1	7.24509585825002e-97	0.964515108755825	0.614	0.278	1.54284316301434e-92	cDCs 2	GADD45A
TRIP10	7.97757230861382e-96	0.584204276749923	0.534	0.215	1.69882402311931e-91	cDCs 2	TRIP10
RFTN1	2.83111572304032e-95	0.522831400306289	0.469	0.169	6.02886093221436e-91	cDCs 2	RFTN1
DPYSL21	4.19845346079264e-93	0.999255671533998	0.699	0.395	8.94060664475792e-89	cDCs 2	DPYSL2
CYTH11	3.64105728063081e-92	0.731023128174267	0.729	0.399	7.75363147910331e-88	cDCs 2	CYTH1
ATXN7	4.59647016834785e-92	0.444383946725855	0.344	0.1	9.78818322349674e-88	cDCs 2	ATXN7
P2RY101	8.10235165189918e-91	0.504627895078294	0.423	0.14	1.72539578427193e-86	cDCs 2	P2RY10
CTSH	1.92063727300374e-90	0.670966127658654	0.696	0.359	4.08999707286146e-86	cDCs 2	CTSH
GNG5	4.10095856363024e-88	0.738868050729899	0.931	0.81	8.73299126125059e-84	cDCs 2	GNG5
RPS192	4.28580654330738e-88	0.480409675229591	0.999	1	9.12662503397306e-84	cDCs 2	RPS19
RUFY3	2.30588126639909e-87	0.568272340106962	0.493	0.196	4.91037415679687e-83	cDCs 2	RUFY3
ZDHHC18	1.41542982618389e-86	0.336014038157313	0.297	0.079	3.01415781485858e-82	cDCs 2	ZDHHC18
ATP6V0A2	2.71449415734622e-86	0.345039786567625	0.262	0.063	5.78051530806878e-82	cDCs 2	ATP6V0A2
OSTF1	3.57615284528712e-85	0.619251453322874	0.566	0.266	7.61541748403893e-81	cDCs 2	OSTF1
LAD11	7.63900265046111e-85	0.501615625717503	0.437	0.154	1.62672561441569e-80	cDCs 2	LAD1
IER51	2.79624555176959e-83	0.88390549380581	0.852	0.575	5.95460490249334e-79	cDCs 2	IER5
MOSPD2	1.05626643008461e-82	0.336101176631015	0.25	0.06	2.24931936286518e-78	cDCs 2	MOSPD2
FYTTD1	1.10052595974473e-82	0.612470276594934	0.52	0.23	2.3435700312764e-78	cDCs 2	FYTTD1
NET11	1.62430432977654e-82	0.482817529784285	0.359	0.115	3.45895607025915e-78	cDCs 2	NET1
AFDN	3.95842631045032e-82	0.354762993581722	0.313	0.089	8.42946882810395e-78	cDCs 2	AFDN
BMP2K1	6.7408656238475e-82	0.535047256924644	0.478	0.191	1.43546733459832e-77	cDCs 2	BMP2K
RUBCN	8.92676579706627e-81	0.325745493847373	0.276	0.072	1.90095477648526e-76	cDCs 2	RUBCN
RASSF2	4.16755642016855e-80	0.637625190976076	0.535	0.24	8.87481139674893e-76	cDCs 2	RASSF2
TYROBP2	4.31308132790308e-78	0.648565982248384	0.967	0.736	9.1847066877696e-74	cDCs 2	TYROBP
SMAP21	6.68637558822241e-78	0.689111474388907	0.673	0.358	1.42386368151196e-73	cDCs 2	SMAP2
PPA11	1.18452522093079e-77	0.808027928094625	0.828	0.594	2.52244645797211e-73	cDCs 2	PPA1
FILIP1L	3.15037894283695e-77	0.624975875996841	0.433	0.165	6.70873195877129e-73	cDCs 2	FILIP1L
ST3GAL5	4.75308434527508e-77	0.347246093931792	0.256	0.066	1.01216931132633e-72	cDCs 2	ST3GAL5
ST3GAL6	7.7291611993999e-77	0.395934511738729	0.356	0.116	1.64592487741221e-72	cDCs 2	ST3GAL6
YWHAQ1	1.04901814438787e-76	0.908396314199822	0.708	0.462	2.23388413847398e-72	cDCs 2	YWHAQ
MALAT1	1.45237416781243e-76	0.839602148885268	1	1	3.09283079035657e-72	cDCs 2	MALAT1
RAB5B	2.41683457421044e-76	0.496679570194563	0.444	0.176	5.14664922578114e-72	cDCs 2	RAB5B
SLC15A4	1.40686561296117e-75	0.419499384318375	0.33	0.105	2.99592032280081e-71	cDCs 2	SLC15A4
MBNL2	1.84952921890614e-75	0.546257376827645	0.395	0.148	3.93857247166062e-71	cDCs 2	MBNL2
DNAJB62	3.00315187392581e-75	0.713878893144027	0.923	0.802	6.395211915525e-71	cDCs 2	DNAJB6
TMEM39A	8.81016287956379e-75	0.375922091860995	0.326	0.103	1.87612418520311e-70	cDCs 2	TMEM39A
HLA-DPB11	5.54725403239006e-74	0.608058692319944	1	0.902	1.18128774619746e-69	cDCs 2	HLA-DPB1
CHD3	8.13679647163843e-74	0.423724501261453	0.369	0.13	1.7327308086354e-69	cDCs 2	CHD3
ETV31	5.43400499107188e-73	0.629842418986819	0.729	0.416	1.15717136284876e-68	cDCs 2	ETV3
REPIN1	3.31696111413128e-71	0.311558736635909	0.259	0.071	7.06346869254257e-67	cDCs 2	REPIN1
PTK2B	8.89371632367839e-71	0.483270183046629	0.375	0.135	1.89391689112731e-66	cDCs 2	PTK2B
ATOX1	9.06902869336917e-71	0.674303889611951	0.767	0.517	1.93124966025296e-66	cDCs 2	ATOX1
STK41	1.02940380084812e-70	0.653227251113012	0.904	0.69	2.19211539390607e-66	cDCs 2	STK4
ICOSLG	1.9065840390797e-70	0.33694590300774	0.291	0.086	4.06007071122021e-66	cDCs 2	ICOSLG
MOB1B	2.05281667462672e-70	0.516527420894871	0.425	0.171	4.37147310861759e-66	cDCs 2	MOB1B
FAM49A1	2.14473309466669e-70	0.650997872103035	0.776	0.488	4.56720912509272e-66	cDCs 2	FAM49A
KLF62	3.6814895772094e-70	0.608783745524752	0.949	0.754	7.83973205466742e-66	cDCs 2	KLF6
CELF21	5.55848480464779e-70	0.604738704187005	0.563	0.274	1.18367933914975e-65	cDCs 2	CELF2
ACTG11	8.21344523179068e-70	0.595048810709768	1	0.983	1.74905316210983e-65	cDCs 2	ACTG1
SESN3	3.10338339704083e-68	0.538859812558859	0.441	0.182	6.60865494399845e-64	cDCs 2	SESN3
RAB29	3.74440005131498e-68	0.404416495053244	0.373	0.137	7.97369990927526e-64	cDCs 2	RAB29
IL4I11	7.6668683746129e-68	0.491115622025368	0.525	0.233	1.63265962037382e-63	cDCs 2	IL4I1
UVRAG	3.83003183827896e-67	0.456934877783634	0.368	0.138	8.15605279961505e-63	cDCs 2	UVRAG
SLC6A61	9.36037379184835e-67	0.594825802116463	0.538	0.268	1.99329159897411e-62	cDCs 2	SLC6A6
PARP14	4.61536110125204e-66	0.558971722149309	0.572	0.287	9.82841146511621e-62	cDCs 2	PARP14
CLINT1	1.68133636826248e-65	0.552135055009308	0.583	0.315	3.58040579621495e-61	cDCs 2	CLINT1
ARL6IP51	2.48908808828482e-65	0.59784968790237	0.902	0.705	5.30051308400253e-61	cDCs 2	ARL6IP5
PACS1	2.94475322598648e-65	0.312710728813563	0.274	0.083	6.27085199473822e-61	cDCs 2	PACS1
CD861	9.98890746495947e-65	0.601819162061351	0.622	0.337	2.12713784466312e-60	cDCs 2	CD86
SPG11	1.8357385266688e-64	0.301232994915484	0.26	0.076	3.90920519254122e-60	cDCs 2	SPG11
CREBRF	2.10501867096553e-63	0.521564084571411	0.491	0.225	4.4826372598211e-59	cDCs 2	CREBRF
ADAM19	2.215089084208e-63	0.320751006640486	0.269	0.081	4.71703220482094e-59	cDCs 2	ADAM19
PLXNC1	2.9534196959863e-63	0.371808986920453	0.36	0.131	6.28930724260282e-59	cDCs 2	PLXNC1
ALDH21	4.35771271219503e-63	0.559098058736442	0.766	0.509	9.27974922061932e-59	cDCs 2	ALDH2
BTG12	5.242308709265e-63	0.662615714451786	0.999	0.921	1.11634963963798e-58	cDCs 2	BTG1
SMNDC1	8.3748558503494e-63	0.515247791807305	0.485	0.227	1.78342555333191e-58	cDCs 2	SMNDC1
RAP1B1	1.21880836558252e-62	0.62355846979339	0.836	0.638	2.59545241450797e-58	cDCs 2	RAP1B
DOCK10	1.28346160193916e-62	0.382076515629847	0.353	0.131	2.73313148132944e-58	cDCs 2	DOCK10
BCL2A11	1.94790446892465e-62	0.681523613672464	0.92	0.682	4.14806256657504e-58	cDCs 2	BCL2A1
CFP	7.7827909028161e-62	0.378421467768325	0.339	0.123	1.65734532275469e-57	cDCs 2	CFP
ZFP36L11	1.78839094538681e-61	0.747693190513871	0.912	0.796	3.80837851820121e-57	cDCs 2	ZFP36L1
JAK11	2.58696668542369e-61	0.597685473014061	0.728	0.48	5.50894555660975e-57	cDCs 2	JAK1
CCNG2	1.01675754858993e-60	0.401203434583684	0.346	0.129	2.16518519972226e-56	cDCs 2	CCNG2
ANKRD10	2.28505471819848e-60	0.458747110914245	0.496	0.231	4.86602402240366e-56	cDCs 2	ANKRD10
ARRB2	6.31397946608976e-60	0.478862378933721	0.531	0.264	1.34456192730381e-55	cDCs 2	ARRB2
RHOF1	1.57026217915849e-58	0.483545182337714	0.632	0.352	3.343873310518e-54	cDCs 2	RHOF
GRAMD1A1	2.57824531520831e-58	0.420869512839654	0.44	0.19	5.49037339873609e-54	cDCs 2	GRAMD1A
GBP1	5.87456919198191e-58	0.492028700379771	0.356	0.138	1.25098950943255e-53	cDCs 2	GBP1
G0S21	6.44079746243811e-58	0.850041081282658	0.792	0.501	1.37156781962619e-53	cDCs 2	G0S2
SMAD7	7.37746441005825e-58	0.359471285715091	0.302	0.106	1.5710310461219e-53	cDCs 2	SMAD7
REL1	2.14999651956913e-57	0.6588830540972	0.938	0.794	4.57841758842246e-53	cDCs 2	REL
ZEB1	2.96624618450581e-57	0.308514542675856	0.252	0.078	6.31662124990512e-53	cDCs 2	ZEB1
HMGCS1	3.17359213530277e-57	0.50164698021706	0.355	0.142	6.75816445212725e-53	cDCs 2	HMGCS1
SAT2	3.53735093591745e-57	0.55144490582356	0.595	0.34	7.5327888180362e-53	cDCs 2	SAT2
BCL2	3.94034255863052e-57	0.429041381423584	0.336	0.128	8.39095947860369e-53	cDCs 2	BCL2
PIAS1	1.13919359465823e-56	0.44093314106176	0.431	0.196	2.42591275982469e-52	cDCs 2	PIAS1
PTGIR	2.63570580231456e-56	0.336324238233607	0.305	0.107	5.61273550602885e-52	cDCs 2	PTGIR
RUNX3	2.02160659621246e-55	0.544114711130253	0.67	0.395	4.30501124663443e-51	cDCs 2	RUNX3
FCHSD2	4.39904497113507e-55	0.317301996709754	0.276	0.094	9.36776626603214e-51	cDCs 2	FCHSD2
FNBP11	8.98345042796685e-55	0.614388373773399	0.815	0.611	1.91302576863554e-50	cDCs 2	FNBP1
RPL36AL	1.27816257902884e-54	0.472137221062933	0.946	0.899	2.72184721204191e-50	cDCs 2	RPL36AL
NAP1L11	2.0436046317662e-54	0.524621977395617	0.961	0.886	4.35185606334612e-50	cDCs 2	NAP1L1
MYO1G1	2.44994987846046e-54	0.380738141206945	0.454	0.205	5.21716826618154e-50	cDCs 2	MYO1G
F11R	4.66238081798833e-54	0.404440730151661	0.402	0.176	9.92853995190615e-50	cDCs 2	F11R
LGALS11	5.27044690479133e-54	0.564980015223537	0.978	0.874	1.12234166837531e-49	cDCs 2	LGALS1
RPL101	1.44497677739941e-53	0.374504805025902	1	1	3.07707804747204e-49	cDCs 2	RPL10
MAP3K131	9.84229297710861e-53	0.498638829253321	0.465	0.231	2.09591628947528e-48	cDCs 2	MAP3K13
CDC42	3.73674812873382e-52	0.469078308381636	0.918	0.846	7.95740514013868e-48	cDCs 2	CDC42
TAPBP	6.51975974067658e-51	0.507770948341666	0.702	0.471	1.38838283677708e-46	cDCs 2	TAPBP
NFKBID	9.26258231932939e-51	0.500525981852474	0.54	0.296	1.97246690490119e-46	cDCs 2	NFKBID
MYL6	1.96554925657784e-49	0.482552499487213	0.996	0.983	4.18563714188251e-45	cDCs 2	MYL6
TVP23A	2.64512234135879e-49	0.310246425463549	0.274	0.098	5.63278802592354e-45	cDCs 2	TVP23A
ITGA4	4.40559430411509e-49	0.328908448159069	0.275	0.099	9.38171307061309e-45	cDCs 2	ITGA4
NECTIN21	4.82504879433367e-49	0.449817593564858	0.563	0.318	1.02749414075335e-44	cDCs 2	NECTIN2
TIAM1	5.92767503119283e-49	0.401366633601855	0.388	0.171	1.26229839789251e-44	cDCs 2	TIAM1
DGKH	7.52632228093849e-49	0.346964623021315	0.252	0.087	1.60273032972585e-44	cDCs 2	DGKH
JAG1	1.05301722679042e-48	0.397951680639761	0.36	0.154	2.24240018445021e-44	cDCs 2	JAG1
BHLHE401	1.9744775617721e-48	0.421638610787826	0.564	0.306	4.2046499677937e-44	cDCs 2	BHLHE40
