	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
B4GALT7	0.532329258311277	0.00140682748492413	0.027	0.025	1
RAB3IL1	0.43448562284191	0.00140570440303337	0.023	0.021	1
AL358074.1	0.115481848093861	0.00140543474502848	0.002	0.001	1
CCDC96	0.384547678423334	0.00140521821931796	0.007	0.006	1
AL132780.2	0.171637952426476	0.00140401745919024	0.004	0.003	1
CABYR	0.204055118366662	0.00140401745919024	0.004	0.003	1
DNAAF1	0.566477700096184	0.00140361515043095	0.027	0.025	1
TRPC1	0.231712927076287	0.00140356138399169	0.006	0.004	1
CRACR2B	0.328287184385098	0.00140219839036873	0.01	0.008	1
DHRS1	0.491864676982957	0.00140013412696946	0.079	0.075	1
CYP2E1	0.494470747519485	0.00139936574610335	0.014	0.012	1
FAAH2	0.307730155328907	0.00139905617921863	0.008	0.006	1
RSPH1	0.149972321723565	0.00139879747417035	0.003	0.002	1
AKAP6	0.367897505451913	0.00139860594027307	0.009	0.008	1
AL121601.1	0.106761586020048	0.00139854486140955	0.003	0.002	1
GLIS1	0.182405187654414	0.00139809374551044	0.005	0.003	1
THRIL	0.235792088229441	0.00139764349432717	0.006	0.004	1
REM2	0.310397519549936	0.0013935935364424	0.007	0.005	1
DIABLO	0.459062606826721	0.00139346241031252	0.01	0.009	1
TMEM81	0.340787287168018	0.00139314823910843	0.008	0.007	1
SOGA3	0.0372776619876935	0.00139306527426287	0.002	0.001	1
STK31	0.0372776619876935	0.00139306527426287	0.002	0.001	1
AF305872.2	0.0372776619876935	0.00139306527426287	0.002	0.001	1
C10orf25	0.0372776619876935	0.00139306527426287	0.002	0.001	1
GUCY2D	0.0372776619876935	0.00139306527426287	0.002	0.001	1
AC004156.1	0.0372776619876935	0.00139306527426287	0.002	0.001	1
SPACA6P-AS	0.0372776619876935	0.00139306527426287	0.002	0.001	1
DYSF	0.706840125582281	0.00139282613073693	0.03	0.029	1
AL022326.1	0.124204526771298	0.00139261913069972	0.004	0.002	1
SPATA2L	0.527711932802695	0.00139226414308842	0.023	0.022	1
AC090527.3	0.187032960007219	0.00139217384286693	0.005	0.003	1
TCTN2	0.27393835934498	0.00139198317960871	0.007	0.005	1
GSTCD	0.62208252839441	0.0013896201691527	0.022	0.021	1
AC138969.1	0.260018372058754	0.00138882005903487	0.005	0.003	1
NID2	0.351950810755886	0.00138863341450091	0.006	0.005	1
USP3-AS1	0.270654604052848	0.00138812393374218	0.006	0.004	1
ZNF384	0.44193393167472	0.00138760818126409	0.034	0.031	1
RP1	0.000226419217801319	0.0013875786843515	0.001	0	1
SCGB2B2	0.000226419217801319	0.0013875786843515	0.001	0	1
CD5L	0.000226419217801319	0.0013875786843515	0.001	0	1
AC023494.1	0.000226419217801319	0.0013875786843515	0.001	0	1
AC124798.2	0.000226419217801319	0.0013875786843515	0.001	0	1
AP004609.1	0.000226419217801319	0.0013875786843515	0.001	0	1
FIGLA	0.000226419217801319	0.0013875786843515	0.001	0	1
FREM1	0.20418061472088	0.00138669721475545	0.004	0.003	1
ADORA1	0.22297030580838	0.00138264735780805	0.005	0.003	1
AC139768.1	0.22297030580838	0.00138264735780805	0.005	0.003	1
SRRM2-AS1	0.22297030580838	0.00138264735780805	0.005	0.003	1
C10orf55	0.310840387913076	0.00138246820093716	0.006	0.005	1
AC108860.2	0.272715397694658	0.00138221198260011	0.006	0.005	1
CNTN1	0.273991861224356	0.00138177744099944	0.008	0.006	1
ADGRB3	0.11873650974365	0.00137785306176372	0.003	0.002	1
AL356481.1	0.11873650974365	0.00137785306176372	0.003	0.002	1
FSIP1	0.11873650974365	0.00137785306176372	0.003	0.002	1
RTL6	0.394722231244111	0.00137730999537923	0.01	0.008	1
IL17RD	0.165283949688776	0.00137716379529613	0.004	0.003	1
AL035461.2	0.165283949688776	0.00137716379529613	0.004	0.003	1
CDX4	0.165283949688776	0.00137716379529613	0.004	0.003	1
AP001469.3	0.269377307702655	0.00137699116889433	0.006	0.004	1
TOGARAM2	0.163076018843919	0.0013767334006781	0.005	0.004	1
AL132639.2	0.229262655928776	0.0013767334006781	0.005	0.004	1
AC004812.2	0.44804507327799	0.00137670973860477	0.013	0.011	1
DNM3OS	0.274141658014297	0.00137656146062592	0.007	0.005	1
RGS17	0.273885189041614	0.0013763038306557	0.007	0.005	1
RBM26-AS1	0.273885189041614	0.0013763038306557	0.007	0.005	1
AC016026.2	0.0216949454240828	0.00137572297511695	0.002	0.001	1
CNEP1R1	0.875577840898653	0.00137513628211009	0.053	0.052	1
ACYP1	0.44803942808832	0.0013746642406338	0.05	0.047	1
CDRT4	0.351904819360448	0.00137295024653414	0.006	0.005	1
AC012443.2	0.0312331039981279	0.00137235905588969	0.002	0.001	1
AC000403.1	0.0312331039981279	0.00137235905588969	0.002	0.001	1
LRRC4B	0.0312331039981279	0.00137235905588969	0.002	0.001	1
LINC01126	0.140831167717456	0.00137193269581814	0.003	0.002	1
AC089984.1	0.0966504965933519	0.00137167323282846	0.003	0.002	1
RGS11	0.0966504965933519	0.00137167323282846	0.003	0.002	1
ZNF540	0.0966504965933519	0.00137167323282846	0.003	0.002	1
POLG2	0.772804204286917	0.00137062169066519	0.044	0.043	1
POU5F2	0.467431496353143	0.00136807087672497	0.01	0.008	1
IFNL1	0.0673616050526228	0.00136791049693291	0.005	0.003	1
IGSF21	0.698617134506399	0.00136763123682927	0.037	0.036	1
EIF4EBP1	0.259494479596618	0.00136731376259938	0.164	0.154	1
NBPF15	0.349762611730922	0.00136704564084372	0.007	0.005	1
GCN1	0.588646609665882	0.00136686823509505	0.029	0.027	1
TMTC4	0.49012442901356	0.00136681340589878	0.014	0.012	1
AC093426.1	0.0260756397097105	0.00136639192324427	0.002	0.001	1
TTC34	0.0260678880471281	0.00136617565699293	0.002	0.001	1
SLC8A1-AS1	0.0260678880471281	0.00136617565699293	0.002	0.001	1
SCAANT1	0.0260678880471281	0.00136617565699293	0.002	0.001	1
AC073352.1	0.0260678880471281	0.00136617565699293	0.002	0.001	1
AC008453.2	0.0260678880471281	0.00136617565699293	0.002	0.001	1
AC087588.2	0.0260678880471281	0.00136617565699293	0.002	0.001	1
AP000350.7	0.0260678880471281	0.00136617565699293	0.002	0.001	1
SIM1	0.115976950732039	0.001365755262797	0.003	0.002	1
KDM4D	0.115976950732039	0.001365755262797	0.003	0.002	1
CORO6	0.115976950732039	0.001365755262797	0.003	0.002	1
GAR1	0.475681779421457	0.00136548516533742	0.064	0.061	1
AC024075.1	0.237499020683466	0.00136491689147458	0.006	0.005	1
PFDN6	0.548533153538196	0.00136450379531421	0.095	0.092	1
PTPN13	0.770170137622625	0.00136368089744158	0.049	0.048	1
KLHL26	0.56619725076253	0.00136347453806406	0.013	0.012	1
AL050341.2	0.491513037189329	0.00136244249993474	0.01	0.009	1
CR381653.1	0.256593655623722	0.00136197534596813	0.004	0.003	1
AL627309.5	0.352940172354347	0.00136182118836465	0.006	0.005	1
PRC1-AS1	0.269319092624007	0.0013612980572382	0.006	0.004	1
AC130324.3	0.269319092624007	0.0013612980572382	0.006	0.004	1
SLC38A11	0.0015632238486625	0.00136093364158567	0.001	0	1
LINC02067	0.0484954533284237	0.00136025568005498	0.003	0.001	1
AL356756.1	0.0484954533284237	0.00136025568005498	0.003	0.001	1
CD6	0.171832452686957	0.00136010339668703	0.004	0.003	1
THEM5	0.476800819212814	0.00135867601472054	0.013	0.012	1
SUCLG2	0.509517063384781	0.00135855204117646	0.104	0.1	1
CEACAM3	0.473171149384484	0.00135831362845653	0.007	0.006	1
EEF1AKNMT	0.63285353935328	0.00135778974652636	0.023	0.022	1
FAM184A	0.419597275562877	0.0013571160434965	0.008	0.007	1
AL592435.1	0.189811663173158	0.00135647739270785	0.003	0.002	1
ZNF503-AS2	0.399177713481647	0.0013556264049989	0.012	0.01	1
SAP30L-AS1	0.308876737373623	0.00135498491161002	0.007	0.006	1
AC012150.1	0.00214290821571492	0.00135474907020037	0.002	0	1
CCDC149	0.699627072154565	0.00135449714172746	0.017	0.016	1
ADGRA2	0.502557973473984	0.00135409211706845	0.021	0.019	1
ZNF556	0.144504010502543	0.00135393075008351	0.004	0.003	1
HFE	0.514467658257044	0.00135133138038375	0.016	0.014	1
HYKK	0.413370556435779	0.00135122314177255	0.008	0.007	1
EFHB	0.158113071253761	0.00135030204012707	0.004	0.002	1
AC008555.4	0.158113071253761	0.00135030204012707	0.004	0.002	1
PEX11A	0.273507186211097	0.00134949341851328	0.006	0.005	1
B4GALT6	0.559500557329116	0.0013469310068488	0.012	0.011	1
DXO	0.562624340313898	0.00134627253353364	0.019	0.018	1
RAB11FIP5	0.530123702953391	0.00134573630214111	0.016	0.015	1
FIRRE	0.0174747048024885	0.00134546041313729	0.002	0	1
FBXO36	0.372981182059654	0.00134506883455528	0.009	0.007	1
CALHM2	0.577702400011803	0.00134495295616827	0.025	0.023	1
LINC01013	0.0592506762571026	0.00134479350238958	0.003	0.001	1
BX323046.1	0.0854838851986021	0.00134479350238958	0.003	0.001	1
AC090739.1	0.0854838851986021	0.00134479350238958	0.003	0.001	1
ADAMTS13	0.0854838851986021	0.00134479350238958	0.003	0.001	1
TMSB15A	0.0854838851986021	0.00134479350238958	0.003	0.001	1
AC137894.3	0.171767530456883	0.00134439383188973	0.004	0.003	1
MGAT3	0.270915074129377	0.00134426093663754	0.006	0.004	1
RNF175	0.231893419252272	0.00134399492772374	0.006	0.004	1
TAS2R14	0.231893419252272	0.00134399492772374	0.006	0.004	1
ELP1	0.542070019442772	0.00134362770792341	0.021	0.02	1
CCDC152	0.394247451227878	0.00134068832575416	0.016	0.014	1
AC024075.2	0.351021266979346	0.00134023642644224	0.006	0.005	1
LINC002481	0.0457626935435945	0.00133954581401706	0.002	0.001	1
ANKDD1B	0.0457626935435945	0.00133954581401706	0.002	0.001	1
AL606760.2	0.0155457100242549	0.00133927792726192	0.002	0.001	1
ZBTB20-AS2	0.0155457100242549	0.00133927792726192	0.002	0.001	1
ZBTB12	0.0155457100242549	0.00133927792726192	0.002	0.001	1
RPP38-DT	0.0155457100242549	0.00133927792726192	0.002	0.001	1
AC140912.1	0.0155457100242549	0.00133927792726192	0.002	0.001	1
AC010336.6	0.0155457100242549	0.00133927792726192	0.002	0.001	1
AL512306.3	0.0155457100242549	0.00133927792726192	0.002	0.001	1
FHL5	0.03719183757112	0.00133927792726192	0.002	0.001	1
GFM2	0.501706663283511	0.0013389932298438	0.023	0.022	1
LINC01136	0.106844391186805	0.00133888329798405	0.003	0.002	1
TOX2	0.106844391186805	0.00133888329798405	0.003	0.002	1
AC025822.1	0.106844391186805	0.00133888329798405	0.003	0.002	1
ETFBKMT	0.353831828470494	0.0013371884109677	0.01	0.009	1
ZSWIM4	0.665412171408895	0.00133661404963924	0.065	0.063	1
NOVA2	0.353762529814007	0.00133500089660106	0.006	0.005	1
ST8SIA6	0.0373098669196522	0.00133336572640717	0.002	0.001	1
AL022345.4	0.0373098669196522	0.00133336572640717	0.002	0.001	1
KLHL20	0.528508120006669	0.00133293275566429	0.027	0.025	1
EXOC3-AS1	0.389832028477142	0.0013327938412544	0.012	0.011	1
EPB41L4A	0.655530037482448	0.00133272749593796	0.021	0.02	1
ZCWPW2	0.214847637700375	0.00132895166569364	0.004	0.003	1
AC112907.3	0.214847637700375	0.00132895166569364	0.004	0.003	1
OR11G2	0.214847637700375	0.00132895166569364	0.004	0.003	1
AP001042.1	0.214847637700375	0.00132895166569364	0.004	0.003	1
AL121672.3	0.309666122491822	0.00132818432874803	0.007	0.006	1
AL391684.1	0.35342076355942	0.00132815962224164	0.004	0.003	1
EPOR	0.522488283798851	0.00132479673405331	0.014	0.013	1
MYBPC2	0.00508178047061745	0.00132473607403545	0.001	0	1
LEP	0.0541175517677081	0.00132473607403545	0.001	0	1
ENO4	0.0907596991204996	0.00132408367104456	0.002	0.001	1
CELSR3	0.150015823685181	0.00132343219002184	0.003	0.002	1
AL355312.2	0.150015823685181	0.00132343219002184	0.003	0.002	1
AC023632.2	0.150015823685181	0.00132343219002184	0.003	0.002	1
LRRC24	0.150015823685181	0.00132343219002184	0.003	0.002	1
AC010913.1	0.223136003471745	0.0013230532030453	0.005	0.003	1
MUC20	0.342848772065209	0.00132256851389983	0.008	0.006	1
ZNF8	0.599422205926614	0.00132107407754572	0.015	0.014	1
CAPN10-DT	0.509258610158924	0.00131931111238908	0.013	0.012	1
TAL1	0.0371999276485514	0.00131882685802457	0.002	0.001	1
AC110048.2	0.00645047395370301	0.0013185536534165	0.001	0	1
RNF215	0.395047209469602	0.00131791542088656	0.01	0.008	1
SLC29A4	0.0732264564893362	0.00131790566642488	0.003	0.001	1
MSMP	0.0732264564893362	0.00131790566642488	0.003	0.001	1
AL731559.1	0.0732264564893362	0.00131790566642488	0.003	0.001	1
AL133415.1	0.0732264564893362	0.00131790566642488	0.003	0.001	1
AC024270.5	0.0732264564893362	0.00131790566642488	0.003	0.001	1
LRRC37A	0.0732264564893362	0.00131790566642488	0.003	0.001	1
LINC00896	0.0732264564893362	0.00131790566642488	0.003	0.001	1
GULP1	0.409607415281498	0.0013175433318878	0.011	0.01	1
AC125807.2	0.165407073094123	0.00131753174191542	0.004	0.003	1
AC138150.2	0.229438474799674	0.0013171585344823	0.005	0.004	1
TYSND1	0.535746029207992	0.00131632703179316	0.029	0.027	1
POLA2	0.606319063784171	0.00131453842919242	0.032	0.031	1
AC007319.1	0.311046643006347	0.00131314542388124	0.006	0.005	1
MYO7B	0.0312588989452966	0.00131264683580682	0.002	0.001	1
AC092620.2	0.00688332799655539	0.00131237208139465	0.002	0	1
AC053527.2	0.00688332799655539	0.00131237208139465	0.002	0	1
AC008443.8	0.00688332799655539	0.00131237208139465	0.002	0	1
CYP51A1-AS1	0.00688332799655539	0.00131237208139465	0.002	0	1
AL354813.1	0.00688332799655539	0.00131237208139465	0.002	0	1
AL691403.1	0.00688332799655539	0.00131237208139465	0.002	0	1
AP005137.2	0.00688332799655539	0.00131237208139465	0.002	0	1
AP005131.1	0.00688332799655539	0.00131237208139465	0.002	0	1
AOC2	0.140932396806936	0.00131227781670945	0.003	0.002	1
ZNF235	0.219416713221707	0.0013119095055532	0.005	0.003	1
DGCR8	0.576636155843774	0.00131161246936499	0.036	0.034	1
WRNIP1	0.522810691596671	0.00130849141098707	0.075	0.071	1
AL162595.1	0.247795723857764	0.00130826166059401	0.004	0.003	1
AC010883.1	0.247795723857764	0.00130826166059401	0.004	0.003	1
ARHGAP44	0.247795723857764	0.00130826166059401	0.004	0.003	1
AL390066.1	0.485355989878514	0.00130795643783645	0.012	0.011	1
IPO9-AS1	0.311023555650083	0.00130725866517705	0.006	0.005	1
AL356019.2	0.0260911229639504	0.00130646766158349	0.002	0.001	1
KIT	0.239153752819313	0.0013042754164082	0.006	0.005	1
AIF1L	0.473719437121553	0.00130352953017273	0.007	0.006	1
AC025449.2	0.209857997144476	0.00130209168942765	0.004	0.003	1
ESR2	0.300284192993882	0.00130130521092474	0.004	0.003	1
SLITRK5	0.0908751067253681	0.00130056704696347	0.002	0.001	1
HOXA10	0.368654497289501	0.00129987328570893	0.014	0.012	1
CEP41	0.519093070565037	0.00129874269552199	0.012	0.011	1
COA4	0.28172676627164	0.00129766461386015	0.12	0.112	1
LINC02777	0.140867242574652	0.00129655424131477	0.003	0.002	1
AC007569.1	0.140867242574652	0.00129655424131477	0.003	0.002	1
UBE2Q2L	0.140867242574652	0.00129655424131477	0.003	0.002	1
AP000331.1	0.140867242574652	0.00129655424131477	0.003	0.002	1
COPZ1	0.336828706144902	0.00129590033606508	0.145	0.137	1
LINC01572	0.30912420104204	0.00129549649104097	0.007	0.006	1
SKIDA1	0.525106765682101	0.00129240528849841	0.007	0.006	1
MYOM1	0.459447505088512	0.00129198775731363	0.01	0.009	1
SATB2	0.310634601980189	0.00129184747454235	0.007	0.005	1
AC104532.2	0.349973009725637	0.00129184747454235	0.007	0.005	1
AC021594.2	0.000762305203153238	0.00129163877304801	0.001	0	1
CCR3	0.000762305203153238	0.00129163877304801	0.001	0	1
TDRKH	0.378006784916653	0.00129149956471164	0.008	0.007	1
HECW2	0.385252310046765	0.00129108437557707	0.007	0.006	1
AL603824.1	0.0599188796708176	0.00129100972126155	0.002	0.001	1
AC004490.1	0.0599188796708176	0.00129100972126155	0.002	0.001	1
LINC00313	0.0599188796708176	0.00129100972126155	0.002	0.001	1
AL031587.3	0.0599188796708176	0.00129100972126155	0.002	0.001	1
LINC02649	0.2265911329424	0.00129031406308115	0.005	0.004	1
MSH5	0.508223028185741	0.00128641630003849	0.015	0.013	1
AL162171.3	0.347402754075305	0.00128597041848249	0.007	0.006	1
AC061958.1	0.00156166406232699	0.00128545811571116	0.001	0	1
AC105114.2	0.00156166406232699	0.00128545811571116	0.001	0	1
ACR	0.00156166406232699	0.00128545811571116	0.001	0	1
PDZK1	0.085549773659385	0.00128511506296419	0.003	0.001	1
AC006115.2	0.085549773659385	0.00128511506296419	0.003	0.001	1
ZNF678	0.374528404021146	0.00128494585208407	0.011	0.01	1
AC007216.3	0.305537339640626	0.00128374941699789	0.008	0.007	1
KCNN2	0.264125335424063	0.00128229649023705	0.003	0.002	1
CRYBB2	0.308562673688896	0.00128105410732004	0.005	0.004	1
PLAG1	0.39186198277221	0.00128099799203222	0.007	0.006	1
AC105052.4	0.263213617701627	0.00128077197020428	0.005	0.004	1
F2RL3	0.0457991408520631	0.00127984451333213	0.002	0.001	1
AC245164.2	0.0155603034112895	0.00127956148190773	0.002	0.001	1
CXCR2	0.538400385493712	0.00127639089672893	0.008	0.007	1
INKA2	0.545674333979888	0.00127627352948445	0.017	0.016	1
METTL18	0.443374253297957	0.00127544394326722	0.011	0.01	1
AL354892.3	0.204130289981212	0.00127522362147637	0.004	0.003	1
AC118658.1	0.204130289981212	0.00127522362147637	0.004	0.003	1
MAST1	0.204130289981212	0.00127522362147637	0.004	0.003	1
GPRASP2	0.267857319282261	0.00127489098613113	0.005	0.004	1
FDXACB1	0.341335114358774	0.00127422762543806	0.008	0.007	1
AC092353.2	0.0373420945724123	0.00127366864885076	0.002	0.001	1
CCND2-AS1	0.124400265092845	0.00127333713384751	0.004	0.002	1
UBQLN4	0.423468473910273	0.00127261127897247	0.054	0.051	1
AL355816.2	0.404341037344728	0.00127179594197573	0.005	0.004	1
POLL	0.566810108807901	0.00127157157761079	0.024	0.022	1
ADRB3	0.442046325746108	0.00127052687059098	0.009	0.008	1
ZNF784	0.455491161121599	0.00127019991909879	0.01	0.009	1
DHX35	0.455491161121599	0.00127019991909879	0.01	0.009	1
AL023803.3	0.130526845270178	0.00126966819034052	0.003	0.002	1
AC008378.1	0.215002253550056	0.00126934067304956	0.004	0.003	1
NUDT11	0.309910333302125	0.00126868752027362	0.007	0.006	1
CSF3	0.495283113477102	0.00126696980272337	0.012	0.011	1
MPP7	0.54132574632794	0.00126628250605806	0.038	0.036	1
PRSS16	0.447107874507809	0.00126593907209756	0.011	0.009	1
VWF	0.172267971354385	0.00126470616647347	0.011	0.009	1
TNFRSF13B	0.073350065110598	0.00126467932796166	0.003	0.001	1
PCCA-DT	0.501377155442127	0.00126465400102764	0.016	0.015	1
AC027319.1	0.0908237990465283	0.00126439256835228	0.002	0.001	1
CIAO3	0.475023568145685	0.00126433426029664	0.018	0.016	1
AL591043.2	0.0457586297376682	0.00126410566322711	0.002	0.001	1
MYL3	0.0457586297376682	0.00126410566322711	0.002	0.001	1
AL353743.2	0.0457586297376682	0.00126410566322711	0.002	0.001	1
AC090229.1	0.0457586297376682	0.00126410566322711	0.002	0.001	1
AL121929.2	0.150124831065598	0.00126378327733403	0.003	0.002	1
ADAMTS9	0.571113146857174	0.00126343838570864	0.015	0.014	1
PCAT19	0.227510128280621	0.00126261055135092	0.018	0.015	1
ATG2B	0.647119313694509	0.00126198796966411	0.031	0.03	1
KNSTRN	0.611358957567813	0.00126091831640371	0.021	0.019	1
SLC35G1	0.496787075004779	0.00126069059221812	0.01	0.009	1
AC008443.5	0.302931041276926	0.001260078372111	0.004	0.003	1
OCA2	0.302931041276926	0.001260078372111	0.004	0.003	1
KIF18B	0.509685118436122	0.00126005659673811	0.013	0.012	1
RTKN	0.486301024202797	0.00125945479933603	0.014	0.013	1
JPH4	0.375796845877561	0.00125883925586587	0.008	0.007	1
AC018450.1	0.0732830707066198	0.00125821878541886	0.003	0.001	1
MELTF-AS1	0.499808517102427	0.00125575109660749	0.008	0.007	1
MARVELD2	0.42003781904718	0.00125455049280833	0.01	0.009	1
PROM2	0.657693757449758	0.00125374691280343	0.022	0.021	1
LILRA6	0.470985142565869	0.00125346488939897	0.028	0.026	1
PUDP	0.577440101691664	0.00125115841862423	0.012	0.011	1
ATRIP	0.526120713665067	0.00124935508173606	0.017	0.015	1
TRMU	0.494645265510619	0.00124842492055499	0.022	0.021	1
CTIF	0.489955506740041	0.00124836173940843	0.016	0.014	1
AL358472.3	0.197554483062785	0.00124834745817907	0.004	0.002	1
GOLGA8O	0.197554483062785	0.00124834745817907	0.004	0.002	1
GCNT4	0.309789556387238	0.00124833092074565	0.005	0.004	1
ADAT1	0.564722663848226	0.00124718641936365	0.031	0.029	1
SLC35C1	0.594333383314235	0.00124500056852714	0.015	0.014	1
AL031733.2	0.30708059045553	0.0012449457944973	0.005	0.004	1
CACHD1	0.592414431548157	0.00124409851039976	0.019	0.018	1
TIGIT	0.473560690871215	0.00124387755202199	0.003	0.002	1
DBN1	0.561753938782191	0.00124371410552547	0.014	0.012	1
SLC2A4	0.03719183757112	0.00124336875056052	0.002	0.001	1
AL353596.1	0.03719183757112	0.00124336875056052	0.002	0.001	1
ARTN	0.118841465413054	0.00124277403342932	0.003	0.002	1
LINC01356	0.118841465413054	0.00124277403342932	0.003	0.002	1
SILC1	0.118841465413054	0.00124277403342932	0.003	0.002	1
MEF2C-AS1	0.118841465413054	0.00124277403342932	0.003	0.002	1
TUBB1	0.195559696931419	0.00124277403342932	0.003	0.002	1
C3orf33	0.269717065929482	0.00124217109369581	0.006	0.004	1
CSTF1	0.625532502187362	0.00124092614768426	0.036	0.034	1
AL157938.3	0.581081188692236	0.00124036189475646	0.01	0.009	1
DNAL1	0.768832871623839	0.00123925740617184	0.02	0.019	1
FZD10-AS1	0.457700015774649	0.00123848280722457	0.008	0.007	1
DCAF4	0.368500489914788	0.0012376020162875	0.009	0.008	1
GABRB2	0.0743078939193147	0.00123748726462235	0.002	0.001	1
RBM15-AS1	0.0312524394744525	0.00123719348864432	0.002	0.001	1
AL451007.2	0.0312524394744525	0.00123719348864432	0.002	0.001	1
GTF3C2-AS1	0.0312524394744525	0.00123719348864432	0.002	0.001	1
SULT1C2	0.0312524394744525	0.00123719348864432	0.002	0.001	1
AC021660.4	0.0312524394744525	0.00123719348864432	0.002	0.001	1
SLC9A3	0.0312524394744525	0.00123719348864432	0.002	0.001	1
AC010273.2	0.0312524394744525	0.00123719348864432	0.002	0.001	1
SP8	0.0312524394744525	0.00123719348864432	0.002	0.001	1
ATG9B	0.0312524394744525	0.00123719348864432	0.002	0.001	1
LINC02754	0.0312524394744525	0.00123719348864432	0.002	0.001	1
PLEKHB1	0.0312524394744525	0.00123719348864432	0.002	0.001	1
TAT-AS1	0.0312524394744525	0.00123719348864432	0.002	0.001	1
NEUROD2	0.0312524394744525	0.00123719348864432	0.002	0.001	1
MRO	0.0312524394744525	0.00123719348864432	0.002	0.001	1
AC106801.1	0.0312524394744525	0.00123719348864432	0.002	0.001	1
SMIM35	0.0312524394744525	0.00123719348864432	0.002	0.001	1
KIAA2012	0.0691128083476033	0.00123719348864432	0.002	0.001	1
AL160408.3	0.19006827955889	0.00123719046453523	0.003	0.002	1
CCDC61	0.441007269131202	0.0012367171483383	0.013	0.012	1
CEACAM19	0.490439000902689	0.00123422281353977	0.009	0.007	1
PEBP4	0.300107881558501	0.00123321117793152	0.004	0.003	1
AC131097.2	0.105715580746456	0.00123160956864946	0.003	0.001	1
HSPB3	0.269850162120275	0.00123132260305786	0.006	0.004	1
UNC13C	0.0599656610390594	0.00123131439628641	0.002	0.001	1
AC138028.1	0.0599656610390594	0.00123131439628641	0.002	0.001	1
AC090517.5	0.465598477677515	0.00122865962098511	0.008	0.007	1
CCN3	0.725266584242994	0.00122859388759693	0.016	0.016	1
DHRS11	0.511857035991434	0.00122824364592086	0.017	0.016	1
ACTG2	0.162506524151377	0.00122821418907853	0.002	0.001	1
DTX3	0.407487599710714	0.00122807772663669	0.009	0.007	1
AL031055.1	0.25687672461217	0.00122704749438531	0.004	0.003	1
RPH3AL	0.385392390009634	0.00122677075692577	0.007	0.006	1
AC133550.3	0.311085769358518	0.0012267611484136	0.006	0.004	1
MORC2-AS1	0.373573947891639	0.00122619010012168	0.009	0.007	1
MYBPC3	0.085615701580878	0.00122543909209155	0.003	0.001	1
AC099552.1	0.172026899568204	0.00122515396914627	0.004	0.003	1
MEG3	0.902463495095981	0.00122305378655863	0.044	0.044	1
PRICKLE1	0.481114998340821	0.00122255509041196	0.013	0.011	1
TMEM268	0.485025804420012	0.00122232697074245	0.036	0.034	1
RN7SL832P	0.407232781996167	0.00122205790859586	0.004	0.003	1
TTLL7-IT1	0.130824466242163	0.00122204255472219	0.002	0.001	1
AP000355.1	0.130824466242163	0.00122204255472219	0.002	0.001	1
SYCP3	0.308770649696468	0.00122147924112424	0.005	0.004	1
LINC02159	0.189999729459604	0.00122146319587153	0.003	0.002	1
JARID2-AS1	0.189999729459604	0.00122146319587153	0.003	0.002	1
ZNF488	0.189999729459604	0.00122146319587153	0.003	0.002	1
DEUP1	0.189999729459604	0.00122146319587153	0.003	0.002	1
LRRC75B	0.473828515064338	0.00121799618669632	0.011	0.01	1
RNF39	0.429725828186765	0.00121723506117317	0.007	0.006	1
AL354707.1	0.348864614433183	0.00121693719763047	0.007	0.006	1
AL035681.1	0.413688862557277	0.00121689028574817	0.008	0.007	1
HUNK	0.395372346870984	0.00121638538787312	0.01	0.008	1
RNF207	0.105654606704787	0.00121587176691044	0.003	0.001	1
LINC01635	0.105654606704787	0.00121587176691044	0.003	0.001	1
AC008937.3	0.105654606704787	0.00121587176691044	0.003	0.001	1
C10orf105	0.105654606704787	0.00121587176691044	0.003	0.001	1
RUNDC3A-AS1	0.105654606704787	0.00121587176691044	0.003	0.001	1
CCDC194	0.204272560166222	0.00121559578143344	0.004	0.003	1
AL162424.1	0.268051771502407	0.00121532032519607	0.005	0.004	1
LAMA2	0.793052256525389	0.00121432954092918	0.015	0.015	1
SIGLEC7	0.71031011469802	0.00121256345332155	0.011	0.01	1
DET1	0.354773139569486	0.00121192749449611	0.005	0.004	1
PICK1	0.536598043523999	0.00121140164887078	0.029	0.027	1
AP001347.1	0.272120860373685	0.0012113562899113	0.006	0.005	1
AP003068.2	0.353332613874729	0.0012113562899113	0.006	0.005	1
DCAF12	0.377150851830261	0.00121113546450978	0.087	0.082	1
NDOR1	0.38535687081095	0.00121108528869508	0.007	0.006	1
AL683887.1	0.017483488451736	0.00121027319383624	0.002	0	1
PPFIA4	0.017483488451736	0.00121027319383624	0.002	0	1
AC114763.1	0.017483488451736	0.00121027319383624	0.002	0	1
MIR583HG	0.017483488451736	0.00121027319383624	0.002	0	1
AC000065.2	0.017483488451736	0.00121027319383624	0.002	0	1
AC073934.1	0.017483488451736	0.00121027319383624	0.002	0	1
AC138331.1	0.017483488451736	0.00121027319383624	0.002	0	1
MKRN3	0.017483488451736	0.00121027319383624	0.002	0	1
EWSAT1	0.017483488451736	0.00121027319383624	0.002	0	1
AC106028.3	0.017483488451736	0.00121027319383624	0.002	0	1
AC007448.5	0.017483488451736	0.00121027319383624	0.002	0	1
AC018761.2	0.017483488451736	0.00121027319383624	0.002	0	1
USHBP1	0.017483488451736	0.00121027319383624	0.002	0	1
